"EVENT","CATEGORY","LEVEL","PLAY_TIME_AVG","HINT_USED_SUM","ATTEMPT_SUM","RETRY_SUM","SKIPPED_SUM","COUNT","COUNT %","USERS","EVENTS PER USER","ENGAGEMENT","TOTAL ACTIVE"
"levelUp","TRICKY","68","23.250000000000004","0","24","18","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","60","17.5","0","15","31","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","CUT_TO_SAVE","14","10.5","0","1","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","37","9.75","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","71","13.5625","0","3","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","15","18.187499999999996","1","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","87","16.25","0","0","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","25","12.875000000000002","0","6","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","FLASHBACK","28","18.5","0","6","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","28","21.0625","0","26","42","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","SAVE_CIVILIAN","1","8.0625","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","35","10.6875","0","2","18","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","65","15.625","0","8","25","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","FLASHBACK","27","18.625","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","REMEMBER_FACE","9","10.5625","0","8","25","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","11","32.375","1","35","51","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","75","12.5625","0","3","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","55","26.25","0","8","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","93","17.875","0","17","33","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","69","16.375","0","54","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","14","9","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","59","12.125","0","20","23","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","EASY","71","20.500000000000004","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","EASY","60","8.5","0","7","23","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","39","30.125","0","29","45","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","FLASHBACK","25","21.0625","0","2","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","EASY","63","31.499999999999996","0","0","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","68","33.2","0","6","16","0","15","0.001","15","1","0.0207","723"
"levelUp","DETECTIVE_CASES","61","16.93333333333333","0","1","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","60","9.799999999999997","0","17","15","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","73","25.333333333333336","0","31","42","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","66","23.399999999999995","0","5","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","89","18.266666666666666","1","27","42","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","49","29.066666666666666","1","31","46","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","55","31.199999999999996","0","37","52","0","15","0.001","15","1","0.0207","723"
"levelUp","FLASHBACK","24","24.133333333333336","0","10","15","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","69","18.466666666666665","1","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","82","29","0","0","21","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","58","17.733333333333334","0","10","25","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","105","23.600000000000005","0","123","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","65","13.466666666666665","0","10","25","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","61","19.333333333333332","0","0","17","0","15","0.001","15","1","0.0207","723"
"levelUp","REMEMBER_FACE","5","13.733333333333333","0","5","20","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","22","19.866666666666664","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","12","20.799999999999997","0","20","34","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","59","17.866666666666664","0","11","26","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","51","21.6","0","13","28","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","29","29.73333333333333","0","0","22","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","31","21.733333333333338","0","12","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","109","39.733333333333334","1","17","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","75","24.733333333333334","0","19","34","0","15","0.001","15","1","0.0207","723"
"levelUp","REMEMBER_FACE","6","11.600000000000001","0","3","18","0","15","0.001","15","1","0.0207","723"
"levelUp","FLASHBACK","20","22.4","0","4","15","0","15","0.001","15","1","0.0207","723"
"levelUp","CAR_PARK","12","10.866666666666665","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","67","20.73333333333333","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","79","14.4","0","6","21","0","15","0.001","15","1","0.0207","723"
"levelUp","REMEMBER_FACE","11","22.73333333333333","0","5","20","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","82","19.06666666666667","0","8","24","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","94","36.333333333333336","5","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","78","21.333333333333336","0","15","30","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","66","10.399999999999999","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","38","20.133333333333333","0","19","34","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","30","8.133333333333333","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","47","21.13333333333333","0","0","22","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","77","14.200000000000001","0","1","16","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","91","15.333333333333332","0","0","19","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","108","12.866666666666665","1","0","16","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","86","12.399999999999999","0","66","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","62","13.133333333333335","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","26","17.2","0","0","17","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","106","49.86666666666667","0","7","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DETECTIVE_CASES","74","14.333333333333336","0","4","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","74","14.799999999999999","1","9","25","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","57","12.533333333333333","0","0","16","0","15","0.001","15","1","0.0207","723"
"levelUp","REMEMBER_FACE","14","12.533333333333331","0","1","18","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","81","19.866666666666667","0","12","27","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","50","17.066666666666666","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","29","23.733333333333334","0","0","17","0","15","0.001","15","1","0.0207","723"
"levelUp","SAVE_CIVILIAN","2","13.666666666666664","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","70","16.000000000000004","0","0","18","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","13","16.666666666666668","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","69","10.133333333333335","0","0","18","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","27","22.266666666666666","0","30","45","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","36","15.666666666666668","0","0","18","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","48","14.266666666666667","0","0","16","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","64","14.333333333333332","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","67","24","0","0","20","0","15","0.001","15","1","0.0207","723"
"levelUp","FLASHBACK","19","20.2","0","3","15","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","85","19.599999999999998","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","FLASHBACK","4","14.733333333333334","0","6","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","33","10.133333333333335","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","66","16.666666666666664","1","4","19","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","107","32.333333333333336","0","0","38","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","90","18.2","0","0","16","0","15","0.001","15","1","0.0207","723"
"levelUp","DETECTIVE_CASES","72","8.466666666666665","0","2","15","0","15","0.001","15","1","0.0207","723"
"levelUp","INTEROGATION","1","27.266666666666666","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","54","25.26666666666667","0","29","44","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","95","27.266666666666666","0","43","16","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","59","7.333333333333333","0","19","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","57","28.333333333333332","0","29","44","0","15","0.001","15","1","0.0207","723"
"levelUp","EASY","84","13.266666666666666","0","1","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","73","37.4","0","34","49","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","40","11.533333333333335","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DETECTIVE_CASES","62","15.333333333333334","0","1","15","0","15","0.001","15","1","0.0207","723"
"levelUp","MR_BULLET","34","8.133333333333333","0","0","15","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","76","13.799999999999999","0","2","17","0","15","0.001","15","1","0.0207","723"
"levelUp","DRAW_TO_SAVE","50","19.6","0","21","38","0","15","0.001","15","1","0.0207","723"
"levelUp","DETECTIVE_CASES","29","21.466666666666665","0","4","15","0","15","0.001","15","1","0.0207","723"
"levelUp","TRICKY","32","21.785714285714285","0","1","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","CAR_PARK","15","10.92857142857143","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","88","13.214285714285717","0","20","33","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","38","13.428571428571429","0","0","16","0","14","0.0009","14","1","0.0194","723"
"levelUp","CUT_TO_SAVE","19","11.928571428571429","0","1","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","64","14.785714285714286","0","37","30","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","12","13.785714285714285","0","0","14","1","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","31","12.285714285714285","0","0","16","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","65","18.714285714285715","1","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","97","21.357142857142854","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","CAR_PARK","11","12","0","8","22","0","14","0.0009","14","1","0.0194","723"
"levelUp","EASY","74","10.5","0","12","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","6","25.285714285714285","0","9","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","56","15.42857142857143","0","0","22","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","3","14.071428571428573","0","4","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","98","24.714285714285715","0","32","16","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","43","30.285714285714285","0","0","19","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","64","12.357142857142856","0","1","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","67","15.285714285714285","0","7","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","58","32.21428571428571","0","6","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","110","38.785714285714285","0","182","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","111","13.714285714285715","0","26","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","57","22.142857142857142","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","27","6.857142857142857","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","69","17.285714285714285","0","14","28","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","73","14.785714285714286","0","3","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","83","11.357142857142856","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","CUT_TO_SAVE","18","16.214285714285715","0","3","17","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","45","16.5","0","11","25","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","7","29.071428571428573","1","14","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","43","12.857142857142858","0","9","23","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","37","17.428571428571427","0","13","27","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","26","14.214285714285712","0","6","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","35","30.642857142857142","0","122","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","80","11.928571428571429","0","61","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","SAVE_CIVILIAN","5","12.071428571428573","0","1","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","37","10.642857142857142","1","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","51","18.5","0","0","18","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","25","10.357142857142858","0","2","16","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","63","24.5","0","26","40","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","34","35.21428571428572","0","0","15","1","14","0.0009","14","1","0.0194","723"
"levelUp","REMEMBER_FACE","13","17.714285714285715","0","12","26","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","42","10.428571428571429","0","2","16","0","14","0.0009","14","1","0.0194","723"
"levelUp","CUT_TO_SAVE","15","11.428571428571429","0","1","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","18","23.357142857142854","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","SAVE_CIVILIAN","3","12","0","3","17","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","30","18.142857142857146","0","4","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","87","61.85714285714286","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","81","12.57142857142857","0","1","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","72","29.928571428571434","0","0","22","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","76","17.92857142857143","0","3","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","96","15.285714285714286","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","81","12.857142857142858","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","61","14.071428571428571","0","4","18","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","23","28.357142857142858","0","3","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","EASY","76","10.142857142857144","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","32","8.071428571428573","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","73","14.428571428571429","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","67","20.428571428571427","0","13","27","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","75","11.928571428571429","0","14","16","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","35","18.85714285714286","0","0","19","0","14","0.0009","14","1","0.0194","723"
"levelUp","REMEMBER_FACE","7","8.428571428571429","0","3","17","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","26","19.78571428571429","0","14","28","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","68","19","0","18","32","0","14","0.0009","14","1","0.0194","723"
"levelUp","CUT_TO_SAVE","16","34.5","0","16","30","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","68","38.28571428571429","0","0","24","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","73","33.07142857142857","2","62","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","41","14.214285714285715","0","5","19","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","63","20.71428571428572","1","6","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","21","11.357142857142856","0","0","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","MR_BULLET","71","13.642857142857142","0","0","17","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","44","13.214285714285715","0","4","18","0","14","0.0009","14","1","0.0194","723"
"levelUp","DETECTIVE_CASES","28","16.142857142857142","0","2","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","31","50.785714285714285","0","5","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","CUT_TO_SAVE","17","14.928571428571429","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","66","13.214285714285714","1","0","15","0","14","0.0009","14","1","0.0194","723"
"levelUp","SAVE_CIVILIAN","6","16.42857142857143","0","5","19","0","14","0.0009","14","1","0.0194","723"
"levelUp","DRAW_TO_SAVE","72","28.071428571428573","0","39","53","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","76","39.785714285714285","0","51","65","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","33","12.785714285714286","0","34","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","FLASHBACK","30","27","0","0","14","0","14","0.0009","14","1","0.0194","723"
"levelUp","TRICKY","39","17.384615384615383","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","55","14.23076923076923","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","91","17.846153846153847","0","0","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","28","24.30769230769231","0","0","16","1","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","INTEROGATION","2","34.84615384615385","0","2","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","92","26.923076923076923","1","0","20","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","FLASHBACK","17","32.46153846153846","0","37","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","94","17.846153846153847","0","9","22","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","93","8.692307692307692","0","3","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","38","22.384615384615383","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","FLASHBACK","22","23.846153846153847","0","6","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","97","14.384615384615383","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","47","16.30769230769231","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","110","24.384615384615387","0","4","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","36","13.769230769230768","0","7","20","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","54","16.23076923076923","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","42","18.692307692307693","0","0","17","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","53","24.615384615384617","0","0","18","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","100","10.846153846153848","0","8","21","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","82","27.076923076923077","0","20","33","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","92","17.76923076923077","0","12","25","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","78","26.23076923076923","0","0","18","1","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","40","28.153846153846153","0","0","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","79","13","0","0","15","1","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DETECTIVE_CASES","10","9.538461538461538","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","87","15.769230769230768","0","4","17","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","60","28.07692307692308","0","37","50","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","CAR_PARK","16","11.23076923076923","0","2","15","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","48","23.615384615384617","0","20","33","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","REMEMBER_FACE","16","22.384615384615383","0","7","20","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","30","41.69230769230769","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","56","12","0","7","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","INTEROGATION","7","20.153846153846153","0","11","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","99","17.69230769230769","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","90","15","0","15","28","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MEMORIZE_PATH","2","10.461538461538463","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","88","10.692307692307692","0","15","29","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","CAR_PARK","14","14.692307692307695","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","46","6.615384615384615","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","70","26","0","17","30","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","93","11.307692307692308","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","55","24.69230769230769","0","70","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DETECTIVE_CASES","65","21.38461538461538","1","1","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","SAVE_CIVILIAN","4","13.846153846153847","0","2","15","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_FIGHTER","5","26.769230769230774","0","4","16","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DETECTIVE_CASES","66","24.846153846153843","0","8","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","52","9.307692307692308","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DETECTIVE_CASES","80","13.461538461538462","0","1","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","CUT_TO_SAVE","20","35","0","8","21","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","44","22.615384615384613","0","0","16","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","92","6.153846153846154","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","83","9.692307692307693","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","27","16.538461538461537","0","0","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","CAR_PARK","13","16.692307692307693","0","1","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","74","14.615384615384615","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","94","11.384615384615385","1","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DETECTIVE_CASES","11","8.23076923076923","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","REMEMBER_FACE","15","13.46153846153846","0","6","20","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","96","6.923076923076923","0","0","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","95","9.076923076923078","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","MR_BULLET","81","25.76923076923077","0","0","21","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","36","32.23076923076923","0","22","35","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","FLASHBACK","5","21.153846153846153","0","2","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","46","12.538461538461538","0","6","19","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","93","21.923076923076923","0","9","22","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","FLASHBACK","21","18.076923076923077","0","6","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","DRAW_TO_SAVE","47","13.615384615384615","0","6","19","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","52","7.384615384615384","0","0","13","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","TRICKY","104","47.30769230769231","0","0","14","0","13","0.0008","13","1","0.018000000000000002","723"
"levelUp","EASY","101","7","0","0","12","0","12","0.0008","12","1","0.0166","723"
"levelUp","MR_BULLET","94","19.666666666666664","0","0","19","0","12","0.0008","12","1","0.0166","723"
"levelUp","DRAW_TO_SAVE","83","16.91666666666667","0","7","19","0","12","0.0008","12","1","0.0166","723"
"levelUp","TRICKY","114","14.833333333333334","0","0","12","0","12","0.0008","12","1","0.0166","723"
"levelUp","MR_BULLET","26","9.083333333333334","0","0","12","0","12","0.0008","12","1","0.0166","723"
"levelUp","MR_BULLET","28","12.333333333333334","0","0","12","0","12","0.0008","12","1","0.0166","723"
"levelUp","CUT_TO_SAVE","22","18.083333333333332","0","0","12","0","12","0.0008","12","1","0.0166","723"
"levelUp","MR_BULLET","250","27.916666666666668","0","0","27","0","12","0.0008","12","1","0.0166","723"
