"EVENT","CATEGORY","LEVEL","COUNT","COUNT %","USERS","EVENTS PER USER","ENGAGEMENT","TOTAL ACTIVE"
"levelStarted","DRAW_TO_SAVE","78","14","0.0009","14","1","0.0194","723"
"levelStarted","DETECTIVE_CASES","62","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","80","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","26","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","110","14","0.0009","14","1","0.0194","723"
"levelStarted","DETECTIVE_CASES","69","14","0.0009","14","1","0.0194","723"
"levelStarted","CUT_TO_SAVE","18","14","0.0009","14","1","0.0194","723"
"levelStarted","EASY","86","14","0.0009","14","1","0.0194","723"
"levelStarted","EASY","70","14","0.0009","14","1","0.0194","723"
"levelStarted","REMEMBER_FACE","12","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","68","14","0.0009","14","1","0.0194","723"
"levelStarted","FLASHBACK","5","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","49","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","31","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","73","14","0.0009","14","1","0.0194","723"
"levelStarted","MR_BULLET","39","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","67","14","0.0009","14","1","0.0194","723"
"levelStarted","CAR_PARK","15","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","76","14","0.0009","14","1","0.0194","723"
"levelStarted","EASY","60","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","82","14","0.0009","14","1","0.0194","723"
"levelStarted","DETECTIVE_CASES","72","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","30","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","80","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","38","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","66","14","0.0009","14","1","0.0194","723"
"levelStarted","MR_BULLET","94","14","0.0009","14","1","0.0194","723"
"levelStarted","MR_BULLET","57","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","74","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","66","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","27","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","61","14","0.0009","14","1","0.0194","723"
"levelStarted","DETECTIVE_CASES","76","14","0.0009","14","1","0.0194","723"
"levelStarted","DETECTIVE_CASES","63","14","0.0009","14","1","0.0194","723"
"levelStarted","DRAW_TO_SAVE","44","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","65","14","0.0009","14","1","0.0194","723"
"levelStarted","MR_BULLET","32","14","0.0009","14","1","0.0194","723"
"levelStarted","TRICKY","112","14","0.0009","14","1","0.0194","723"
"levelStarted","EASY","81","14","0.0009","14","1","0.0194","723"
"levelStarted","MEMORIZE_PATH","3","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_FIGHTER","6","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","74","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","40","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","103","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","REMEMBER_FACE","7","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","89","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","29","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","99","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","79","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","58","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","47","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","62","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","93","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","81","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","42","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","77","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","30","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","CUT_TO_SAVE","20","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","66","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","75","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","75","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","88","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","29","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","111","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","61","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","8","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","SAVE_CIVILIAN","4","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","19","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","CUT_TO_SAVE","21","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","60","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","96","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","21","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","100","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","31","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","113","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","44","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","70","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","69","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","87","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","74","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","68","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","CAR_PARK","16","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","55","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","12","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","31","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","83","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","81","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","94","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","56","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","47","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","76","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","98","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","36","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","28","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","52","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","CAR_PARK","14","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","REMEMBER_FACE","14","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","37","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","55","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","22","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","67","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","56","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","75","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","98","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","78","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","REMEMBER_FACE","15","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","CAR_PARK","12","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","85","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","32","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","79","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","108","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","97","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","18","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DRAW_TO_SAVE","71","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","REMEMBER_FACE","17","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","59","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","EASY","74","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","97","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","36","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","FLASHBACK","22","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","TRICKY","95","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","11","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","12","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","MR_BULLET","23","13","0.0009","13","1","0.018000000000000002","723"
"levelStarted","DETECTIVE_CASES","29","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","128","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","43","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","84","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","96","12","0.0008","12","1","0.0166","723"
"levelStarted","DETECTIVE_CASES","73","12","0.0008","12","1","0.0166","723"
"levelStarted","INTEROGATION","3","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","25","12","0.0008","12","1","0.0166","723"
"levelStarted","CAR_PARK","20","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","99","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","33","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","40","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","78","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","97","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","81","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","101","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","4","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","100","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","38","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","94","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","15","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","24","12","0.0008","12","1","0.0166","723"
"levelStarted","SAVE_CIVILIAN","7","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","101","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","76","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","117","12","0.0008","12","1","0.0166","723"
"levelStarted","CUT_TO_SAVE","17","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","110","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","53","12","0.0008","12","1","0.0166","723"
"levelStarted","DETECTIVE_CASES","77","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","104","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","57","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","88","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","93","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","127","12","0.0008","12","1","0.0166","723"
"levelStarted","DRAW_TO_SAVE","63","12","0.0008","12","1","0.0166","723"
"levelStarted","REMEMBER_FACE","8","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","46","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","86","12","0.0008","12","1","0.0166","723"
"levelStarted","DRAW_TO_SAVE","83","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","23","12","0.0008","12","1","0.0166","723"
"levelStarted","DRAW_TO_SAVE","48","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","251","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","52","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_FIGHTER","3","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","113","12","0.0008","12","1","0.0166","723"
"levelStarted","REMEMBER_FACE","16","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","135","12","0.0008","12","1","0.0166","723"
"levelStarted","SAVE_CIVILIAN","6","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","100","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","41","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","89","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","95","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","99","12","0.0008","12","1","0.0166","723"
"levelStarted","FLASHBACK","7","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","48","12","0.0008","12","1","0.0166","723"
"levelStarted","MEMORIZE_PATH","2","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","28","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","91","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","82","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","79","12","0.0008","12","1","0.0166","723"
"levelStarted","DETECTIVE_CASES","79","12","0.0008","12","1","0.0166","723"
"levelStarted","MR_BULLET","29","12","0.0008","12","1","0.0166","723"
"levelStarted","DRAW_TO_SAVE","82","12","0.0008","12","1","0.0166","723"
"levelStarted","EASY","92","12","0.0008","12","1","0.0166","723"
"levelStarted","INTEROGATION","8","12","0.0008","12","1","0.0166","723"
"levelStarted","DETECTIVE_CASES","80","12","0.0008","12","1","0.0166","723"
"levelStarted","TRICKY","103","12","0.0008","12","1","0.0166","723"
"levelStarted","CUT_TO_SAVE","23","12","0.0008","12","1","0.0166","723"
"levelStarted","REMEMBER_FACE","10","12","0.0008","12","1","0.0166","723"
"levelStarted","DETECTIVE_CASES","78","12","0.0008","12","1","0.0166","723"
"levelStarted","DRAW_TO_SAVE","95","12","0.0008","12","1","0.0166","723"
"levelStarted","SAVE_CIVILIAN","5","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","125","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","12","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","77","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","54","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","117","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","257","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MEMORIZE_PATH","4","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","98","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","250","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","118","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","107","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DETECTIVE_CASES","10","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","121","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","247","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","249","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","132","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","105","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","101","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","102","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","CUT_TO_SAVE","22","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","13","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DETECTIVE_CASES","64","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","47","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","124","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","120","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","255","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","25","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","115","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","104","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","42","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","248","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","115","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DRAW_TO_SAVE","91","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","118","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","95","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","90","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","252","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","53","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","55","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","49","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_FIGHTER","1","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","105","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","27","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","122","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","CUT_TO_SAVE","24","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","104","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","SAVE_CIVILIAN","8","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","129","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","106","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DRAW_TO_SAVE","92","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DRAW_TO_SAVE","84","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","76","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","118","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","112","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MEMORIZE_PATH","1","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","11","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","105","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","39","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","114","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","121","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","102","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","136","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","CUT_TO_SAVE","25","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","111","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","114","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","111","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","102","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","45","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","9","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","16","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","130","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","142","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","43","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","131","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","103","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","254","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","126","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_BULLET","253","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","116","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","120","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","134","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DRAW_TO_SAVE","72","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","141","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","133","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","50","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","CAR_PARK","19","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","DETECTIVE_CASES","4","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","6","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","EASY","117","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","MR_FIGHTER","7","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","FLASHBACK","24","11","0.0007000000000000001","11","1","0.0152","723"
"levelStarted","TRICKY","122","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","166","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","195","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","EASY","106","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","256","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","14","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","36","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","37","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","REMEMBER_FACE","18","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","151","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","85","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","108","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","45","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","196","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","109","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","54","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MEMORIZE_PATH","5","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","87","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","INTEROGATION","6","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","CUT_TO_SAVE","26","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DRAW_TO_SAVE","90","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","119","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DRAW_TO_SAVE","88","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","167","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","CAR_PARK","17","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","17","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","113","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DETECTIVE_CASES","5","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","INTEROGATION","4","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_FIGHTER","5","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","123","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","140","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","128","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DRAW_TO_SAVE","89","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","246","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","46","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","139","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","119","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","110","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DETECTIVE_CASES","7","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","46","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","116","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_FIGHTER","2","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","INTEROGATION","5","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","75","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DETECTIVE_CASES","65","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","112","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","CAR_PARK","21","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DETECTIVE_CASES","3","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_FIGHTER","8","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DRAW_TO_SAVE","87","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","42","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","EASY","109","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","CAR_PARK","18","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","26","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","137","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DETECTIVE_CASES","6","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","MR_BULLET","218","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","TRICKY","138","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","INTEROGATION","7","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","FLASHBACK","10","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","EASY","108","10","0.0007000000000000001","10","1","0.0138","723"
"levelStarted","DETECTIVE_CASES","9","9","0.0006","9","1","0.0124","723"
"levelStarted","INTEROGATION","25","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","163","9","0.0006","9","1","0.0124","723"
"levelStarted","MEMORIZE_PATH","7","9","0.0006","9","1","0.0124","723"
